time,bpFront,bpBack,rawAccelX,rawAccelY,rawAccelZ,noGravAccelX,noGravAccelY,noGravAccelZ,worldAccelY,worldAccelX,worldAccelZ,yaw,pitch,roll,gravityX,gravityY,gravityZ,quaternionX,quaternionY,quaternionZ,quaternionW
14301,183,143,56,526,16328,39,288,8139,19,53,8143,-0.058494411,0.002069482,0.02900615,0.002069414,0.029001087,0.999545038,0.014526367,-0.000610352,0.02923584,0.999450684
14401,192,174,26,460,16334,9,222,8145,-7,-14,8147,-0.058494411,0.002069482,0.02900615,0.002069414,0.029001087,0.999545038,0.014526367,-0.000610352,0.02923584,0.999450684
14501,211,134,102,448,16398,85,210,8209,69,-24,8211,-0.058494411,0.002069482,0.02900615,0.002069414,0.029001087,0.999545038,0.014526367,-0.000610352,0.02923584,0.999450684
14601,223,156,-72,448,16408,-88,211,8219,-103,-32,8221,-0.058494542,0.002065917,0.028884143,0.002065845,0.028879084,0.999546766,0.014465332,-0.000610352,0.02923584,0.999450684
14701,207,161,66,548,16360,48,310,8171,25,74,8176,-0.058496185,0.002191489,0.029002586,0.002191417,0.028997518,0.999544919,0.014526367,-0.000671387,0.02923584,0.999450684
14801,190,153,70,508,16318,52,271,8129,32,38,8133,-0.058496304,0.002187924,0.028880579,0.002187848,0.028875515,0.999546647,0.014465332,-0.000671387,0.02923584,0.999450684
14901,187,142,82,460,16452,63,223,8263,44,-13,8265,-0.058498066,0.002309932,0.028877014,0.002309851,0.028871946,0.999546587,0.014465332,-0.000732422,0.02923584,0.999450684
15001,165,133,28,494,16360,9,257,8171,-11,20,8174,-0.058376264,0.002308174,0.028999213,0.002308086,0.028872035,0.999543011,0.014465332,-0.000732422,0.029174805,0.999450684
15101,170,123,22,498,16352,3,261,8163,-17,24,8166,-0.058376264,0.002308174,0.028877206,0.002308086,0.028872035,0.999543011,0.014465332,-0.000732422,0.029174805,0.999450684
15201,166,94,4,488,16340,-14,250,8151,-33,11,8154,-0.058376152,0.002311731,0.028999213,0.002311647,0.028994039,0.999541283,0.014526367,-0.000732422,0.029174805,0.999450684
15301,225,81,-30,444,16400,-48,206,8211,-64,-36,8213,-0.058376152,0.002311731,0.028999213,0.002311647,0.028994039,0.999541283,0.014526367,-0.000732422,0.029174805,0.999450684
15401,206,125,-12,488,16408,-29,250,8219,-47,8,8222,-0.058252577,0.002187958,0.029002955,0.00218787,0.028997682,0.999537826,0.014526367,-0.000671387,0.02911377,0.999450684
15501,178,148,18,454,16386,1,216,8197,-14,-22,8199,-0.058250804,0.00206595,0.029006504,0.002065867,0.029001236,0.999537945,0.014526367,-0.000610352,0.02911377,0.999450684
15601,142,116,-34,536,16416,-50,298,8227,-70,55,8231,-0.058250804,0.00206595,0.029006504,0.002065867,0.029001236,0.999537945,0.014526367,-0.000610352,0.02911377,0.999450684
15701,239,164,28,456,16366,11,217,8177,-4,-21,8179,-0.058250669,0.0020695,0.029128512,0.002069421,0.029123239,0.999536157,0.014587402,-0.000610352,0.02911377,0.999450684
15801,194,144,10,488,16378,-5,249,8189,-21,9,8192,-0.058248892,0.001947492,0.029132064,0.001947418,0.029126793,0.999536216,0.014587402,-0.000549316,0.02911377,0.999450684
15901,175,136,30,534,16380,14,296,8191,-5,58,8195,-0.058249034,0.001943942,0.029010056,0.001943864,0.02900479,0.999538004,0.014526367,-0.000549316,0.02911377,0.999450684
16001,171,117,42,454,16344,26,215,8155,11,-22,8157,-0.058248892,0.001947492,0.029132064,0.001947418,0.029126793,0.999536216,0.014587402,-0.000549316,0.02911377,0.999450684
16101,232,127,56,452,16314,40,213,8125,25,-22,8127,-0.058248892,0.001947492,0.029132064,0.001947418,0.029126793,0.999536216,0.014587402,-0.000549316,0.02911377,0.999450684
16201,216,127,24,480,16344,8,241,8155,-8,2,8158,-0.058248892,0.001947492,0.029132064,0.001947418,0.029126793,0.999536216,0.014587402,-0.000549316,0.02911377,0.999450684
16301,243,110,-36,518,16386,-50,280,8197,-67,38,8201,-0.058247264,0.001821933,0.029013606,0.001821861,0.029008344,0.999538064,0.014526367,-0.000488281,0.02911377,0.999450684
16401,210,161,56,462,16400,41,224,8211,26,-12,8213,-0.058247264,0.001821933,0.029013606,0.001821861,0.029008344,0.999538064,0.014526367,-0.000488281,0.02911377,0.999450684
